pypi_name,version,system_name,total_downloads_alltime,downloads_last_month,downloads_last_year,name,collected_at
apache-airflow,2.6.3,Linux,59644631,1567795,25535196,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.5.3,Linux,27054937,156778,7087574,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.5.1,Linux,26593260,175249,5409805,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.6.1,Linux,24955049,140033,7036040,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.6.2,Linux,24729509,153972,7157456,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.7.3,Linux,24101725,287351,9002432,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.6.0,Linux,23918116,142659,7186913,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.15,Linux,22327084,55122,1092879,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.10.5,Linux,21745633,3508354,21745633,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.7.2,Linux,20029597,100740,6444300,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.7.1,Linux,18775407,93394,5926429,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.7.0,Linux,18542611,85124,5900659,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.8.0,Linux,18414047,90139,6131502,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.8.1,Linux,18055366,130628,6936028,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.9.1,Linux,16840360,120272,7693724,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.9.3,Linux,16624812,206565,10775465,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.5.2,Linux,16442376,132713,4749318,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.0.2,Linux,15426560,104522,1636518,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.9.2,Linux,15383305,173069,7526770,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.10.2,Linux,15048112,310278,15048112,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.5.0,Linux,14856616,169288,1859300,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.4.3,Linux,14254478,231887,3911848,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.9.0,Linux,12932297,107330,6607418,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.8.3,Linux,12799811,90718,6419035,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.8.2,Linux,12758935,85553,6023146,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.8.4,Linux,12668057,108289,6704128,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.2.2,Linux,12327421,167555,2505673,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.10.0,Linux,12236907,140748,10062628,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.10.3,Linux,11531465,268450,11531465,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.12,Linux,11425674,3274,676340,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.3.3,Linux,10964106,125678,1807650,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.10.1,Linux,10879195,150468,10879195,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.4.1,Linux,10776161,75724,1558803,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.10.4,Linux,10492324,191808,10492324,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.3.2,Linux,10407584,82863,1406300,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.4.2,Linux,10139071,74382,1587893,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.4.0,Linux,10069047,81448,1639752,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.3.4,Linux,9445042,76207,1276516,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.2.4,Linux,8899049,33009,828607,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.2.5,Linux,8806311,40921,662701,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.2.3,Linux,8790378,22382,551881,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.3.0,Linux,7744358,18134,529563,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.3.1,Linux,7428839,20836,534559,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.1.4,Linux,6359243,51435,1122203,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.10,Linux,5091645,12218,176168,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.2.0,Linux,4649626,15498,418585,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.2.1,Linux,4589934,15021,369358,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.1.0,Linux,4407125,18261,391275,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.1.2,Linux,4297091,15687,377825,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.0.1,Linux,4062240,1702,134802,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.1.3,Linux,3519416,14987,369078,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.1.1,Linux,3466784,15117,365533,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.11,Linux,3368568,3439,72852,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.11.0,Linux,3181767,874184,3181767,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.4,Linux,3066766,970,19147,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.9,Linux,2982781,1917,390562,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.3,Linux,2914472,2070,45677,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,3.0.1,Linux,2497244,155707,2497244,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.0.0,Linux,2459159,2693,130045,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,3.0.0,Linux,2426385,157943,2426385,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.6,Linux,1926067,3262,58177,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,3.0.2,Linux,1785147,238577,1785147,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.1,Linux,1723971,660,11271,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.9.0,Linux,1615197,1385,20372,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.7,Linux,1453869,1349,23234,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.2,Linux,1387940,2389,43366,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.14,Linux,1357650,2905,72526,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.5,Linux,1034998,3230,45187,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,3.0.3,Linux,926651,359455,926651,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.0,Linux,704915,127,6159,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,3.0.4,Linux,575034,575034,575034,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.8,Linux,512684,1065,19097,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.8.1,Linux,389413,66,2700,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.8.2,Linux,241174,130,3501,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.3.4,,240094,930,6825,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.9,,182071,364,2672,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.15,,175036,3975,22501,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.9.1,,171035,12116,124477,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.2.5,,158661,2376,22498,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.4.3,,153883,1142,10171,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.13,Linux,151766,112,3316,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.6.3,,147214,3209,35238,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.5.1,,141545,3971,16788,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.2.2,,127660,525,8355,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.3.1rc1,Linux,113596,41,912,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.3.0b1,Linux,112541,79,1111,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.3.2rc2,Linux,111693,41,913,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.7.3,,109976,2161,24524,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.4.0b1,Linux,109549,42,986,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.3.2rc1,Linux,108784,42,914,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.3.0rc2,Linux,107787,41,883,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.3.3rc1,Linux,107335,41,918,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.3.3rc3,Linux,106296,42,914,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.3.4rc1,Linux,104288,44,918,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.3.0rc1,Linux,103814,41,880,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.4.0rc1,Linux,101923,42,984,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.3.3rc2,Linux,101616,42,914,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.12,,100769,551,7253,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.7.2,,99202,2286,23021,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.5.3,,93150,1156,18524,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.3.3,,91012,858,4637,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.4.1rc1,Linux,90181,45,1040,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.2.3,,84737,628,6443,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.5.0,,83290,1362,6926,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.8.1,,82259,1745,39378,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.3.2,,78000,1133,5871,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.8.4,,77002,1566,12599,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.2.4,,75516,472,4310,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.7.1,,70914,1762,14097,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.1.4,,65635,379,3582,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.10.3,,62459,4632,62459,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.10.5,Darwin,61454,4151,61454,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.7.2,Windows,61156,1695,34353,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.6.1,,60145,1042,8219,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.6.3,Darwin,58394,874,16660,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.4.3,Darwin,56816,267,4996,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.3.4,Darwin,56296,556,13663,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.10.4,,55650,4462,55650,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.7.2,Darwin,55601,1305,28109,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.1.2,,54267,344,2712,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.6.2,,52704,882,6341,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.9.0,,52615,1069,7808,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.0.2,,51884,444,6074,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.4.2rc1,Linux,47964,45,1041,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.10.5,Windows,47877,1191,47877,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.12,Darwin,47691,200,3068,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.5.1,Darwin,47389,378,5763,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.5.0,Darwin,47256,606,12613,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.7.0,,46945,1783,9080,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.14,,46809,408,3174,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.7.3,Darwin,46741,671,14478,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.3,,46431,365,2847,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.4.2,,46069,796,4849,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.3,Darwin,45883,80,1138,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.10.1,,45111,3417,45111,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.8.3,,43030,877,15947,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.10,Darwin,42050,203,3007,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.10.5,,41622,3144,41622,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.8.4rc1,,40479,97,1739,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.9.0b1,,40106,89,1753,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.4.1,Darwin,39551,173,2768,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.9.3,,39320,2141,30141,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.6.0,,39178,1080,10346,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.3.3,Darwin,38785,175,2957,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.4.0,Darwin,38691,158,2713,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.10.2,,38569,1348,38569,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.10.3,Darwin,37885,1524,37885,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.4.2,Darwin,37747,177,2784,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.9.3,Darwin,37489,1600,19279,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.10.2,Darwin,36568,1354,36568,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.4.1,,36526,820,5606,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.5.3,Darwin,36358,439,7483,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.3.2,Darwin,36000,151,2816,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.10.4,Darwin,35799,970,35799,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.4.3rc1,Linux,35116,44,1052,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.5.0rc2,Linux,34849,43,1059,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.9.0b2,,34837,86,1765,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.5.0rc3,Linux,34415,43,1058,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.5.0rc1,Linux,34411,43,1058,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.8.1,Darwin,34001,730,10360,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.9.1,Darwin,33816,726,11962,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.6.3,Windows,33717,463,8430,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.11,,33540,460,2228,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.9.2,Darwin,33526,804,12332,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.9.2,,32946,1536,15711,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.10,,32624,383,2595,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.5.2,,31884,823,5336,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.10.4,Windows,31503,467,31503,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.9.0rc1,,30985,82,1729,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.0.1,,30924,342,2360,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.6.0,Darwin,30858,531,12469,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.2.4rc1,Linux,30418,41,834,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.2.5,Darwin,29909,163,3243,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.9.0rc2,,29882,80,1733,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.2.3,Darwin,29698,122,3177,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.5.1rc1,Linux,29406,44,1075,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.7.1,Darwin,29268,540,7874,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.10.2,Windows,29235,791,29235,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.6.1,Darwin,29048,222,4837,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.6.0b1,Linux,28132,51,1154,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.9.0rc3,,28127,81,1742,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.5.1rc2,Linux,27885,44,1087,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.4.0,,27724,774,4111,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.10.3,Windows,27587,647,27587,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.8.2,,27557,1455,9088,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.1.0,,27502,330,2594,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.9.0,Darwin,26962,557,8949,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.6.1rc2,Linux,26848,46,1183,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.5.3rc2,Linux,26812,46,1097,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.5.2rc2,Linux,26760,44,1080,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.5.2rc1,Linux,26758,46,1082,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.5.3rc1,Linux,26623,45,1083,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.15,Darwin,26501,229,3291,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.4.3,Windows,26180,210,2688,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.5,,25543,372,2684,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.5.2,Darwin,25457,180,3501,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.6.0rc1,Linux,25375,45,1135,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.6.1rc1,Linux,25238,47,1181,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.2.0,,24992,377,3496,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.6.0rc4,Linux,24838,45,1133,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.6.0rc5,Linux,24801,46,1138,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.8.3,Darwin,24778,649,14266,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.6.0rc3,Linux,24776,45,1137,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.6.0rc2,Linux,24715,46,1134,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.9.1,Windows,24578,637,6685,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.6.1rc3,Linux,24535,45,1187,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.0.1rc2,Linux,24184,35,609,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.3.0,,24156,794,5904,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.6.2rc2,Linux,24079,44,1186,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.13,,23885,306,2134,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.6.2rc1,Linux,23744,44,1186,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.7.3,Windows,23508,462,5509,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.8.0,,23214,931,10521,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.2.0,Darwin,23149,111,1645,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.5.0,Windows,23121,1217,11985,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.0.0b3,Linux,23044,63,912,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.6.2,Darwin,22704,229,4210,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.9.3,Windows,22645,928,6866,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.1.3,,22589,297,2942,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.9.2,Windows,22569,487,4679,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.2.2,Darwin,22386,129,2648,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.8.0,Darwin,22303,357,5999,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.2.1,,22258,602,3720,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.9,Darwin,22189,192,2786,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.8.1,Windows,22129,524,6603,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.2,Darwin,22127,78,999,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.7.0,Darwin,21815,415,6122,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.9.1rc1,Linux,21551,2652,17338,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.10.0,Darwin,21104,627,13585,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.6,,20717,374,2501,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.2.0,Windows,20490,125,1387,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,3.0.5,Linux,20447,20447,20447,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,3.0.6,Linux,20367,20367,20367,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.6.3rc1,Linux,20319,44,1202,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.0.1,Darwin,20305,138,1697,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.3.4,Windows,20165,1208,12540,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.2.4,Darwin,19967,136,2463,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.9.0,Windows,19959,441,5805,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.0.2,Darwin,19829,145,1944,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.1.2,Darwin,19616,109,1559,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.0,,19459,301,1351,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.10.1,Darwin,19386,717,19386,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.14,Darwin,19322,129,1595,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.7.1,Windows,19062,482,5280,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.10.0,,18719,1716,14447,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.1.0,Darwin,18190,117,1635,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.5.1,Windows,17980,223,3365,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.11,Darwin,17967,14,110,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.7,,17885,361,2480,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,3.0.2,Darwin,17801,967,17801,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,3.0.1,Darwin,17741,893,17741,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.2,,17628,327,1679,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.9.0,,17547,313,1288,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.4,,17520,356,2350,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.6.0,Windows,17454,1250,11648,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.8.3,Windows,17429,1192,11054,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.6,Darwin,16777,97,1253,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.8.4,Darwin,16722,470,7236,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.1.4,Darwin,16696,153,1993,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.8.0,Windows,16469,192,3225,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.3.1,,16271,712,3398,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.0,Darwin,16070,23,362,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.8.2,Darwin,16065,322,5671,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.5,Darwin,16012,82,1111,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.10,Windows,15702,123,1650,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.3.0,Darwin,15588,146,2829,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,3.0.0,Darwin,15412,1094,15412,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,3.0.2,Windows,15325,572,15325,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.10.0,Windows,15261,315,7908,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.12,Windows,15199,138,1709,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.9.0,Darwin,15070,17,270,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.5.3,Windows,15038,322,4398,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,3.0.1,Windows,14954,519,14954,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.1,,14810,307,1302,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.7.0,Windows,14311,368,4918,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,1.10.7,Darwin,14135,188,2572,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.2.3rc2,Linux,14006,40,830,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.2.5rc3,Linux,13996,42,1003,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.3.3,Windows,13866,136,1633,Apache Airflow,2025-08-30 14:58:21.513632
apache-airflow,2.2.3,Windows,13800,128,1603,Apache Airflow,2025-08-30 14:58:21.513632
