pypi_name,version,system_name,total_downloads_alltime,downloads_last_month,downloads_last_year,name,collected_at
pandas,0.21.0,MSYS_NT-10.0-19042,11,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.1,CYGWIN_NT-10.0-19044-WOW64,11,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.25.1,CYGWIN_NT-10.0-17134-WOW64,11,0,1,Pandas,2025-08-30 14:58:21.513632
pandas,0.25.3,MINGW64_NT-10.0-17763,11,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.1.5,CYGWIN_NT-6.1-7601-WOW64,11,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,2.1.0,CYGWIN_NT-10.0-17763,11,0,1,Pandas,2025-08-30 14:58:21.513632
pandas,1.4.2,CYGWIN_NT-10.0-19041,11,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,2.0.1,CYGWIN_NT-10.0-22631,11,0,4,Pandas,2025-08-30 14:58:21.513632
pandas,0.20.3,MSYS_NT-6.1,11,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.20.2,Java,11,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.13.0,CYGWIN_NT-6.1-7601,11,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.6.0,CYGWIN_NT-10.0-19044-WOW64,11,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,2.0.1,CYGWIN_NT-6.1-7601,11,0,2,Pandas,2025-08-30 14:58:21.513632
pandas,0.25.2,CYGWIN_NT-10.0-26100,11,2,11,Pandas,2025-08-30 14:58:21.513632
pandas,0.1,FreeBSD,11,0,1,Pandas,2025-08-30 14:58:21.513632
pandas,2.1.4,CYGWIN_NT-10.0-17763,10,0,1,Pandas,2025-08-30 14:58:21.513632
pandas,0.22.0,CYGWIN_NT-6.3-9600,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.15.2,CYGWIN_NT-10.0-17763-WOW64,10,0,4,Pandas,2025-08-30 14:58:21.513632
pandas,0.17.1,CYGWIN_NT-5.1,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.17.1,CYGWIN_NT-10.0-18362,10,0,2,Pandas,2025-08-30 14:58:21.513632
pandas,0.23.4,CYGWIN_NT-10.0-17763-WOW64,10,0,4,Pandas,2025-08-30 14:58:21.513632
pandas,0.12.0,CYGWIN_NT-10.0-19042-WOW64,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.2.2,CYGWIN_NT-10.0-22631,10,0,4,Pandas,2025-08-30 14:58:21.513632
pandas,2.3.2,OpenBSD,10,10,10,Pandas,2025-08-30 14:58:21.513632
pandas,1.2.0,CYGWIN_NT-10.0-26100-WOW64,10,2,10,Pandas,2025-08-30 14:58:21.513632
pandas,0.20.3,CYGWIN_NT-6.3-9600,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.22.0,MSYS_NT-6.1,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.15.1,CYGWIN_NT-10.0-17763-WOW64,10,0,4,Pandas,2025-08-30 14:58:21.513632
pandas,0.15.2,MINGW64_NT-10.0-19043,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.11.0,OS400,10,1,4,Pandas,2025-08-30 14:58:21.513632
pandas,1.1.4,MINGW64_NT-10.0-18363,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.1.1,MSYS_NT-10.0-17763,10,0,1,Pandas,2025-08-30 14:58:21.513632
pandas,1.0.1,MSYS_NT-10.0-19044,10,0,1,Pandas,2025-08-30 14:58:21.513632
pandas,2.2.3,MSYS_NT-10.0-19044,10,0,10,Pandas,2025-08-30 14:58:21.513632
pandas,0.24.0,CYGWIN_NT-10.0-26100,10,2,10,Pandas,2025-08-30 14:58:21.513632
pandas,0.20.2,MINGW64_NT-10.0-19042,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.25.3,CYGWIN_NT-10.0-26100-WOW64,10,2,10,Pandas,2025-08-30 14:58:21.513632
pandas,0.17.1,CYGWIN_NT-6.1-WOW64,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.23.4,CYGWIN_NT-10.0-26100,10,1,10,Pandas,2025-08-30 14:58:21.513632
pandas,0.17.0,CYGWIN_NT-6.1-WOW,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.5.2,CYGWIN_NT-10.0-17763-WOW64,10,0,3,Pandas,2025-08-30 14:58:21.513632
pandas,0.12.0,MINGW64_NT-10.0-19042,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.2.1,CYGWIN_NT-10.0-WOW,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.14.0,CYGWIN_NT-10.0-19042-WOW64,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.10.0,SunOS,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.16.1,CYGWIN_NT-6.3-9600,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.14.1,CYGWIN_NT-10.0-17763-WOW64,10,0,4,Pandas,2025-08-30 14:58:21.513632
pandas,0.24.2,CYGWIN_NT-10.0-16299-WOW64,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.9.1,FreeBSD,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,2.2.2,Haiku,10,0,2,Pandas,2025-08-30 14:58:21.513632
pandas,0.17.1,CYGWIN_NT-10.0-17763-WOW64,10,0,4,Pandas,2025-08-30 14:58:21.513632
pandas,0.16.2,CYGWIN_NT-10.0-22631,10,0,4,Pandas,2025-08-30 14:58:21.513632
pandas,0.15.0,CYGWIN_NT-10.0-17763-WOW64,10,0,4,Pandas,2025-08-30 14:58:21.513632
pandas,0.13.0,MSYS_NT-10.0-19043,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,2.1.0,CYGWIN_NT-10.0-22631,10,0,5,Pandas,2025-08-30 14:58:21.513632
pandas,0.15.2,CYGWIN_NT-6.3-9600,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.3.0,MINGW64_NT-10.0-19044,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.24.0,CYGWIN_NT-6.1-WOW,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.14.0,CYGWIN_NT-6.3-9600,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.1.2,CYGWIN_NT-10.0-15063,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.0.3,MSYS_NT-10.0-19044,10,0,1,Pandas,2025-08-30 14:58:21.513632
pandas,0.13.1,CYGWIN_NT-10.0-17763-WOW64,10,0,4,Pandas,2025-08-30 14:58:21.513632
pandas,0.23.4,CYGWIN_NT-6.2,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.5.2,MSYS_NT-10.0-22621,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.19.0,Java,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.14.1,MINGW64_NT-10.0-19043,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.18.1,CYGWIN_NT-6.1-WOW64,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.14.0,CYGWIN_NT-6.1-WOW,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.16.1,CYGWIN_NT-10.0-22631,10,0,4,Pandas,2025-08-30 14:58:21.513632
pandas,0.25.3,MINGW64_NT-10.0-19043,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,2.2.2,CYGWIN_NT-10.0-19044-WOW64,10,0,3,Pandas,2025-08-30 14:58:21.513632
pandas,1.5.3,CYGWIN_NT-10.0-17763-WOW64,10,0,3,Pandas,2025-08-30 14:58:21.513632
pandas,2.0.1,MINGW64_NT-10.0-19044,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.19.2,MSYS_NT-10.0-19042,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.3.5,CYGWIN_NT-10.0-17763-WOW64,10,0,4,Pandas,2025-08-30 14:58:21.513632
pandas,0.19.1,MSYS_NT-10.0-19044,10,0,2,Pandas,2025-08-30 14:58:21.513632
pandas,2.0.1,CYGWIN_NT-10.0-17763-WOW64,10,0,4,Pandas,2025-08-30 14:58:21.513632
pandas,1.0.2,MSYS_NT-10.0-19044,10,0,1,Pandas,2025-08-30 14:58:21.513632
pandas,0.12.0,CYGWIN_NT-10.0-17763-WOW64,10,0,4,Pandas,2025-08-30 14:58:21.513632
pandas,1.2.0,CYGWIN_NT-10.0-22631,10,0,4,Pandas,2025-08-30 14:58:21.513632
pandas,0.16.2,CYGWIN_NT-10.0-17763-WOW64,10,0,4,Pandas,2025-08-30 14:58:21.513632
pandas,0.25.0,MSYS_NT-10.0-17763,10,0,1,Pandas,2025-08-30 14:58:21.513632
pandas,2.3.0,HarmonyOS,10,0,10,Pandas,2025-08-30 14:58:21.513632
pandas,1.3.2,CYGWIN_NT-10.0-17763-WOW64,10,0,4,Pandas,2025-08-30 14:58:21.513632
pandas,0.16.0,MINGW64_NT-10.0-19043,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.19.0,MSYS_NT-10.0-19044,10,0,2,Pandas,2025-08-30 14:58:21.513632
pandas,0.13.1,CYGWIN_NT-6.1,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.5.3,CYGWIN_NT-10.0-18363,10,0,1,Pandas,2025-08-30 14:58:21.513632
pandas,1.5.3,CYGWIN_NT-6.3-9600,10,0,1,Pandas,2025-08-30 14:58:21.513632
pandas,0.11.0,CYGWIN_NT-10.0-18363-WOW64,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.14.1,CYGWIN_NT-6.1-WOW,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.15.0,CYGWIN_NT-6.1-WOW,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.2.5,CYGWIN_NT-10.0-18362,10,0,1,Pandas,2025-08-30 14:58:21.513632
pandas,2.0.0,MINGW64_NT-10.0-22621,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.20.3,MINGW64_NT-10.0-19042,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.1.2,MSYS_NT-10.0-17134,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,2.2.0,CYGWIN_NT-10.0-17763,10,0,3,Pandas,2025-08-30 14:58:21.513632
pandas,0.18.0,CYGWIN_NT-10.0-22621,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.9.0,AIX,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.15.0,MINGW64_NT-10.0-19043,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.7.3,FreeBSD,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.13.1,CYGWIN_NT-10.0-19042-WOW64,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.23.0,MINGW64_NT-10.0-19042,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.21.1,MINGW64_NT-10.0-19042,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.0.5,CYGWIN_NT-6.1-7601-WOW64,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.21.0,MINGW64_NT-10.0-19042,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.19.1,CYGWIN_NT-10.0-22631,10,0,4,Pandas,2025-08-30 14:58:21.513632
pandas,0.14.1,CYGWIN_NT-6.3-9600,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.1.5,CYGWIN_NT-10.0-19043-WOW64,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.3.1,MINGW64_NT-10.0-18363,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.24.0,CYGWIN_NT-6.3,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.2.5,MINGW64_NT-10.0-19044,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.14.0,MINGW64_NT-10.0-19043,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.5.2,CYGWIN_NT-10.0-14393-WOW64,10,3,3,Pandas,2025-08-30 14:58:21.513632
pandas,1.3.5,NetBSD,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.20.0,MSYS_NT-10.0-19042,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.3.3,MSYS_NT-10.0-22000,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.17.0,CYGWIN_NT-10.0-17763-WOW64,10,0,4,Pandas,2025-08-30 14:58:21.513632
pandas,1.4.0,CYGWIN_NT-10.0-19041,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,2.0.0,MINGW64_NT-10.0-19045,10,0,2,Pandas,2025-08-30 14:58:21.513632
pandas,1.5.2,CYGWIN_NT-10.0-19042-WOW64,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.18.0,MSYS_NT-10.0-18363,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.3.3,MINGW64_NT-10.0-19041,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,2.1.4,CYGWIN_NT-10.0-22000-WOW64,10,0,4,Pandas,2025-08-30 14:58:21.513632
pandas,0.13.1,CYGWIN_NT-6.3-9600,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.3.4,NetBSD,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.4.0,MINGW64_NT-10.0-22000,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,2.0.3,MSYS_NT-10.0-19044,10,0,1,Pandas,2025-08-30 14:58:21.513632
pandas,0.24.1,CYGWIN_NT-10.0-26100,10,2,10,Pandas,2025-08-30 14:58:21.513632
pandas,0.23.0,CYGWIN_NT-10.0-22631,10,0,4,Pandas,2025-08-30 14:58:21.513632
pandas,1.2.3,MSYS_NT-10.0-17763,10,0,1,Pandas,2025-08-30 14:58:21.513632
pandas,1.5.3,NetBSD,10,0,1,Pandas,2025-08-30 14:58:21.513632
pandas,0.13.1,MINGW64_NT-10.0-19043,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.16.0,CYGWIN_NT-6.1-WOW,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.15.0,CYGWIN_NT-6.3-9600,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.20.1,MSYS_NT-10.0-19042,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.16.0,CYGWIN_NT-10.0-22631,10,0,4,Pandas,2025-08-30 14:58:21.513632
pandas,1.1.3,CYGWIN_NT-10.0-19043-WOW64,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.23.3,CYGWIN_NT-10.0-17763-WOW64,10,0,4,Pandas,2025-08-30 14:58:21.513632
pandas,0.23.1,CYGWIN_NT-6.1-WOW,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.0.3,CYGWIN_NT-6.1-7601-WOW64,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,2.1.0,MSYS_NT-10.0-22621,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.25.2,CYGWIN_NT-6.1-WOW,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,2.1.1,CYGWIN_NT-10.0-22000-WOW64,10,0,4,Pandas,2025-08-30 14:58:21.513632
pandas,0.12.0,CYGWIN_NT-6.3-9600,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.16.1,CYGWIN_NT-10.0-17763-WOW64,10,0,4,Pandas,2025-08-30 14:58:21.513632
pandas,2.2.3,CYGWIN_NT-10.0-17763-WOW64,10,0,10,Pandas,2025-08-30 14:58:21.513632
pandas,0.15.1,MINGW64_NT-10.0-19043,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,2.3.2,CYGWIN_NT-10.0-26100-WOW64,10,10,10,Pandas,2025-08-30 14:58:21.513632
pandas,0.25.1,MSYS_NT-10.0-18362,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.17.0,CYGWIN_NT-10.0-22631,10,0,4,Pandas,2025-08-30 14:58:21.513632
pandas,1.0.3,CYGWIN_NT-6.3,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.13.0,OS400,10,1,4,Pandas,2025-08-30 14:58:21.513632
pandas,0.15.1,CYGWIN_NT-6.1-WOW,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.19.0,CYGWIN_NT-10.0-22631,10,0,4,Pandas,2025-08-30 14:58:21.513632
pandas,0.15.1,CYGWIN_NT-6.3-9600,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.15.2,CYGWIN_NT-10.0-22000-WOW64,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.16.0,CYGWIN_NT-6.3-9600,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,2.2.0,CYGWIN_NT-10.0-22000-WOW64,10,0,4,Pandas,2025-08-30 14:58:21.513632
pandas,2.2.1,MSYS_NT-10.0-19044,10,0,2,Pandas,2025-08-30 14:58:21.513632
pandas,0.10.0,AIX,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.14.0,CYGWIN_NT-10.0-17763-WOW64,10,0,4,Pandas,2025-08-30 14:58:21.513632
pandas,2.1.2,OpenBSD,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.13.1,MINGW64_NT-10.0-19042,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,2.3.1,SunOS,10,4,10,Pandas,2025-08-30 14:58:21.513632
pandas,1.0.2,CYGWIN_NT-6.1-WOW,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.0.3,CYGWIN_NT-10.0-17134-WOW64,10,0,1,Pandas,2025-08-30 14:58:21.513632
pandas,2.3.1,MINGW64_NT-10.0-19045,10,7,10,Pandas,2025-08-30 14:58:21.513632
pandas,1.3.2,CYGWIN_NT-10.0-26100,10,2,10,Pandas,2025-08-30 14:58:21.513632
pandas,0.23.2,CYGWIN_NT-10.0-18362,10,0,1,Pandas,2025-08-30 14:58:21.513632
pandas,0.17.1,CYGWIN_NT-10.0-22631,10,0,4,Pandas,2025-08-30 14:58:21.513632
pandas,2.1.0,MINGW64_NT-10.0-19045,10,0,1,Pandas,2025-08-30 14:58:21.513632
pandas,1.1.4,CYGWIN_NT-10.0-19043-WOW64,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,2.1.4,CYGWIN_NT-6.1-7601,10,0,1,Pandas,2025-08-30 14:58:21.513632
pandas,0.25.1,CYGWIN_NT-10.0-22000-WOW64,10,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.3.0,MINGW64_NT-10.0-18363,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,2.1.3,MINGW64_NT-10.0-22621,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.7.0,AIX,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.21.0,CYGWIN_NT-6.3-9600,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.23.4,CYGWIN_NT-10.0-17134,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.4.2,CYGWIN_NT-10.0-16299,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.3.0,MSYS_NT-10.0-19041,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.1.5,MINGW64_NT-10.0-19041,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.1.5,MINGW64_NT-10.0-19044,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.5.1,CYGWIN_NT-10.0-17763-WOW64,9,0,3,Pandas,2025-08-30 14:58:21.513632
pandas,0.25.3,MSYS_NT-10.0-19044,9,0,1,Pandas,2025-08-30 14:58:21.513632
pandas,2.2.2,CYGWIN_NT-10.0-17763-WOW64,9,0,6,Pandas,2025-08-30 14:58:21.513632
pandas,2.0.0,CYGWIN_NT-10.0-17763-WOW64,9,0,4,Pandas,2025-08-30 14:58:21.513632
pandas,0.21.0,cli,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.23.4,CYGWIN_NT-10.0-22000-WOW64,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.1.3,MINGW64_NT-10.0-18363,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.24.2,DragonFly,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.3.1,CYGWIN_NT-10.0-WOW,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,2.1.4,mobile,9,0,1,Pandas,2025-08-30 14:58:21.513632
pandas,1.3.0,CYGWIN_NT-10.0-19043-WOW64,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.5.0,CYGWIN_NT-10.0-14393,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.1,CYGWIN_NT-10.0-22000,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.0.5,MINGW64_NT-10.0-18363,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.1.3,MINGW64_NT-10.0-19041,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.25.3,MSYS_NT-10.0-19041,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.3.5,CYGWIN_NT-10.0-15063,9,0,1,Pandas,2025-08-30 14:58:21.513632
pandas,2.2.1,NONSTOP_KERNEL,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,2.1.0,MSYS_NT-10.0-19045,9,0,1,Pandas,2025-08-30 14:58:21.513632
pandas,1.3.4,MINGW64_NT-10.0-18363,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.24.0,CYGWIN_NT-10.0-22000-WOW64,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.2.0,CYGWIN_NT-6.1-7601-WOW64,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.9.1,CYGWIN_NT-10.0-18363,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.20.3,CYGWIN_NT-5.1,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.3.1,MSYS_NT-10.0-19041,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.25.3,MINGW64_NT-10.0-18362,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.4.4,CYGWIN_NT-10.0-17763,9,0,1,Pandas,2025-08-30 14:58:21.513632
pandas,0.25.1,MINGW64_NT-10.0-19043,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,2.0.0,MSYS_NT-10.0-19044,9,0,1,Pandas,2025-08-30 14:58:21.513632
pandas,0.9.1,AIX,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.4.1,MINGW64_NT-10.0-19042,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.21.0,Java,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.25.0,CYGWIN_NT-10.0-22000-WOW64,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.24.2,CYGWIN_NT-6.3-9600-WOW64,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.19.1,CYGWIN_NT-10.0-26100,9,2,9,Pandas,2025-08-30 14:58:21.513632
pandas,1.3.0,MSYS_NT-10.0-22000,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.3.1,MSYS_NT-10.0-22000,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.1.2,CYGWIN_NT-10.0-19041-WOW64,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.0.0,CYGWIN_NT-10.0-16299,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.2.4,CYGWIN_NT-10.0-17763-WOW64,9,0,3,Pandas,2025-08-30 14:58:21.513632
pandas,0.19.0,CYGWIN_NT-10.0-22000-WOW64,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.23.1,CYGWIN_NT-10.0-22631,9,0,3,Pandas,2025-08-30 14:58:21.513632
pandas,1.3.3,MSYS_NT-10.0-19041,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,2.2.3,MSYS_NT-10.0-19045-WOW64,9,0,9,Pandas,2025-08-30 14:58:21.513632
pandas,0.13.0,CYGWIN_NT-10.0-18363-WOW64,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.2.5,MINGW64_NT-10.0-19041,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.4.2,CYGWIN_NT-10.0-22000,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.15.2,CYGWIN_NT-10.0-22631,9,0,4,Pandas,2025-08-30 14:58:21.513632
pandas,1.2.5,CYGWIN_NT-10.0-17763-WOW64,9,0,3,Pandas,2025-08-30 14:58:21.513632
pandas,0.4.3,CYGWIN_NT-10.0-22000,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.18.0,CYGWIN_NT-10.0-18363-WOW64,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.5.1,MINGW64_NT-10.0-19044,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.23.1,CYGWIN_NT-6.3-9600,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,2.0.3,Android,9,0,9,Pandas,2025-08-30 14:58:21.513632
pandas,1.1.3,CYGWIN_NT-6.1-7601-WOW64,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.5.2,CYGWIN_NT-10.0-22631,9,0,4,Pandas,2025-08-30 14:58:21.513632
pandas,0.24.1,CYGWIN_NT-10.0-22000-WOW64,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.11.0,MSYS_NT-10.0-18363,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.3.1,CYGWIN_NT-10.0-17763-WOW64,9,0,3,Pandas,2025-08-30 14:58:21.513632
pandas,2.2.1,CYGWIN_NT-10.0-19044-WOW64,9,0,3,Pandas,2025-08-30 14:58:21.513632
pandas,1.2.3,MINGW64_NT-10.0-17763,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.0.1,CYGWIN_NT-6.3-9600-WOW64,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.5.3,CYGWIN_NT-10.0-14393-WOW64,9,3,4,Pandas,2025-08-30 14:58:21.513632
pandas,0.23.2,CYGWIN_NT-6.3-9600,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,2.2.1,CYGWIN_NT-10.0-22000,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.13.0,MSYS_NT-10.0-18363,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.19.2,DragonFly,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.2.4,MINGW64_NT-10.0-19044,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.24.2,QNX,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.2.3,CYGWIN_NT-10.0-WOW,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.20.3,CYGWIN_NT-10.0-22631,9,0,5,Pandas,2025-08-30 14:58:21.513632
pandas,1.0.2,MSYS_NT-10.0-19041,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.5.0,CYGWIN_NT-10.0-14393-WOW64,9,2,2,Pandas,2025-08-30 14:58:21.513632
pandas,1.3.2,MSYS_NT-10.0-22000,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,1.3.2,MINGW64_NT-10.0-19041,9,0,0,Pandas,2025-08-30 14:58:21.513632
pandas,0.19.2,CYGWIN_NT-6.3-9600,9,0,0,Pandas,2025-08-30 14:58:21.513632
